dyu,fr,dyu_len,fr_len
ma ko djougou kè alou la,je ne vous ai pas fait mal ,24,27
ayi numéro ni ta,notez ladresse,16,14
a bi se ga yongon yé,vous pouvez te trouver,20,22
bon wèrè teyi,il ny a pas duatre maison,13,25
miniti kelen le n ba di ma,tu as une minute,26,16
mark ba miri ka ka cogi,marthe à part — comme il est malin ,23,35
fɔlɔla filanbura tun ye sɛnɛkɛlaw ka vilagi ye,autrefois frambouhans était un village habité principalement par des laboureurs,46,79
a tun bi fɛ n ka dongili la,il voulait que je chantasse,27,27
ele lo kaɲi ka zuwe,c’est à toi de jouer,19,20
a be kɔm avɛrnie,cest comme lavernié,16,19
ye fɛn lo,cette visiblelà,9,15
nin ko ni ye kabako ko le ye dɛ i be jon le kɔ,ah ça à qui en astu ,46,20
i kisira ka bɔ tɔrɔ ma,et te voilà sauvé des maux,22,26
rɔmu ka jigi bina mugumugu,le rêve de rome sécroulait,26,26
n ka ala cɛ ,monseigneur l’évêque,12,20
melie ka sira tan nan lo,dix rue meillier,24,16
loransi ye artikli parkuri,laurence parcourut larticle,26,27
muso mɔgɔ lo,c’était une mouette,12,20
alugu yɛrɛ ya ɲagami,vous vous l’avez même doublé,20,28
an bi na kalen bɛri kɔgɔman na,on jurerait du beurre salé …,30,28
nul kulon kɛlaw,des joueurs de boules,15,21
a a ta miya cɛɲumanu lo dɛ,ah les beaux camélias …,26,23
mɔgɔ min ti taga ɲɛ bi sɔkɔ kɔ,or qui navance pas recule,30,25
aya fô a da djoukorô,ivre mort murmuratil,20,20
malo foro,production de riz,9,17
kelen ani dɔwɛrɛ,l’une et l’autre,16,16
kunfɛ ko tɛ,il ne sagit pas dun hasard,11,26
bolow tɛmɛ na na ye,des bras laccaparèrent,19,22
farijagabɔlaw tun bi bolila jona jona,les sportifs couraient vite,37,27
nunuw ye papiye ye,ceuxlà sont des livres,18,22
a kɛra fɛ,elle elle a été aimée,9,21
a tunu na dimansi lon,perdu dimanche p,21,16
a filɛ i cɛ ka ɲi,comme tu es belle …,17,19
walissa sini beyi,néanmoins un futur existe,17,25
aw toun wili la ka bô table kan,vous vous étiez levé de table,31,29
kènèya bara,du travail soigné,11,17
aya ka cravati gê man don,mettant sa cravate blanche,25,26
an mara bâ ga ou ko di,que propose le gouvernement,22,27
a toum na ka fè,ils eurent aimé,15,15
guichy ka sira vielmanay kɔnɔn ,je te crois parbleu ,31,20
ni juru ba ni,cette grosse corde,13,18
a bi kɔlɔn ka sanfɛ yɔrɔ la,il est situé au nord du puits,27,29
o ti na magankan kɛ foo,ils ne se plaidront pas si,23,26
pak ka dimasi,le dimanche de pâques,13,21
a bi na kɛ i baleman muso fɛ,vous aimerez ta sœur,28,20
sirakanacɛ,“l’homme de la rue”,10,19
n bi ta sisan,j’y vais maintenant,13,19
a ti kalanfa ye,il nest pas le maître,15,21
prefe tun ba majigi ra,le préfet lui obéissait,22,23
faventin valans ka cin,rue faventines valence,22,22
a yi karmasinan ye wa,avezvous vu le prétendu ,21,24
a nɔgɔya ni bɛ,le plus simplement possible,14,27
o bi jɛnkulu ni na,elles sont au régime,18,20
o bi na kɛ n baleman muso fɛ,ils aimeront ta sœur,28,20
a kɛra san wolofila,cela vous a sept ans,19,20
yɛlɛni mangankan,lescalade est interdite,16,23
hakilina jagabɔna ɲanaman lo,c’est un vrai sujet de fond,28,27
o lɔnni lo,ils sont connus,10,15
anw bi kumana abi tɛmɛna,en parlant elle passe n o un,24,28
joona joona ten wa wilibali le, déjà certainement,30,18
kunu glasi bonna wa ,il a neigé hier ,20,16
i balimamuso bi na ka fɛ,ta sœur aimerait,24,16
tiɲɛ tun ba fɛ,il avait raison,14,15
an be fɛn wɛrɛ le yala,la réalité est tout autre,22,25
i bi siran o ɲɛ wa,tu as peur deux ,18,16
a ya kunsigi nugu,il lisse ses cheveux,17,20
a ɲaw tun bi blemisɛn na,ses yeux mêmes blêmissaient,24,27
an ka mara duguba ye sanare ye,son cheflieu est sanare,30,23
ka ti na lakunu fiyo,qui la ressuscitera jamais,20,26
n ga a ba kɔnɔ,mais il y a le contexte,14,23
siam ka sama,l’éléphant de siam ,12,19
sɛbɛti kɛnan wuleman,jai un crayon rouge,20,19
egɛn kabakoyara,eugène était stupéfait,15,22
a bi ala dɔ kɛlɛ la,tu tattaques à un dieu,19,22
kɔrɔnifɛn marayɔrɔ boɲɛn na,la taille du musée a doublé,27,27
minɛn ni binani si seegi,quarantehuit tasses,24,19
a ya dusu tiɲɛn ni kasi ye,elle fondit en pleurs,26,21
tumajan kalo saba,longtemps trois mois,17,20
i lara la wa ,tu es sûr de ça,13,15
danbɛrt bristat ka sira,rue du damberg brunstatt,23,24
n bi disi gosi ko tulonkɛnan ɲanaman ba fɛ,je parie qu’elle a beau jeu,42,27
i prese nin bɛ ka se wa,tu es pressé dêtre arrivé ,23,26
n nin n ka kruwa kɛ,jfais ma croix,19,14
toni renɔlt kabakoya ra,oh s’écria tony renault,23,24
pak ka tɛnɛ lon,lundi de pâques,15,15
aw ba lɔn cogoɲumɛ,comment le savezvous ,18,21
sarawak ka kongo,forêts primaires du sarawak,16,27
n bi fɛ ka jati daminɛ,jattends reprit le comte,22,24
an mun kama a ti kɛ,eh bien pourquoi donc pas ,19,26
gaftɔn le yi a ka bon ye,son siège est grafton,24,21
i tulow jɔsi,nettoie tes oreilles,12,20
pinar ka sisɛsi ta,que pinard prenne la plume,18,26
dumuni ta bina sɔrɔ,il y aura un souper…,19,20
sanu banden bi n fɛ,jai suffisamment dor,19,20
dɔnkilila nunu yi mɔgɔkuraw lo ye,les chanteuses sont nouvelles,33,29
an ka subaga ye sisan,voilà enfin notre sorcier…,21,26
fɔɲɔn nani,les quatres vents,10,17
olugu ba fɛ,eux ils aimaient,11,16
nunsɔndiya kojugu,trésaillir de joie,17,18
n filila,jai commis une erreur,8,21
hakili jagabɔ ni to yɔrɔla,mais là n’est pas le sujet,26,26
bɛ i se ka famu,qui était votre professeur ,15,27
bon da tan ni seegi na,la dixhuitième porte,22,20
yɔrɔ yan tun ka ɲi,le temps était beau,18,19
gilasi kuru bi na ben bi,maintenant fitil je sors,24,24
ika akili na ta mara,garde tes conseils,20,18
ni djourou bâ ni,il légiférera par ordonnance,16,28
min bi sèbè li kè ka gnè,vraiment il y a des moments…,24,28
a ya mabɔ an na,il sest retiré,15,14
n ta mɛna,je ne l’entends pas moi,9,23
a toun bi bolo sissan sissan,je le tenais tout à l’heure,28,27
a tun bi n bolo sisan sisan,vous refusez l’expérimentation,27,30
nevilɛt ka sira dɔ,un route de la neuvillette,18,26
ale le ya ɲanaman ye,monte avec nous,20,15
a ma ko ko ka min kɛ,que faire demanda le patron,20,27
tchè lo yi kodjougou kè baga yé,lhomme est auteur du mal,31,24
suguru an kilara,mademoiselle nous avons fini…,16,29
i ka non le bugɔ,vous avez tapé la lettre ,16,25
n tu ya miri i ye fama ye,je te croyais officier,25,22
a dan ye a ka nana,pourvu qu’il ne vienne pas ,18,27
nin juruba ni,cette grosse corde,13,18
a ma sɔrɔ,les grands garçons,9,18
nin ti livru ye,ceci n’est pas un livre,15,23
o ka nana na yan,quil ne vienne pas,16,18
an tun ka fɔ ko deenmisɛ,on aurait dit un gamin,24,22
a yi n wele wa,vous mavez téléphoné ,14,21
a ɲɛna dɔɔni a kaɲ,elle a assez de nous parbleu,18,28
wari bon gɛrɛfɛ,vingt et une lettres,15,20
futɛni be yi,rue du croizic à pluméliau,12,26
n ye a kunbɛ ka sɔrɔ n ma sigi ni o ye,belle solidarité,38,16
a ye mun lo fɔ,qu’estce qu’il a dit ,14,21
min tora kacɛ ka ca,celuilà làbas,19,13
n bi fɛn bɛ kɛ ka to denmisɛn ye,jenrage dêtre trop jeune,32,24
a bi n dimina yan,rue des sports la rochelle,17,26
a bina mɛ wagati juman ,combien de temps ça va durer ,23,29
a bi gwɛlɛya kuma fɔ ra,vous parlez de complexité,23,25
nin bɛ yi ko tɛmɛni ye,ah comme ça on peut lire ,22,25
nne kɔni fɛ nin kanɲ,cela me semble essentiel,20,24
yafa n ma a sigɛna,je suis désolé il est epuisé,18,28
kamele misɛniw,mais oui le pauvre cavrois,14,26
a ya mabɔ,assez assez je la connais…,9,26
a bi yɛlɛko kow kɛ,combat de hundelmarck,18,21
n ga bara ka ca,la liste des décisions,15,22
ka kana,eh bien qu’elle vienne …,7,24
nin kɔni ti na soɲɛn,tes chaises sont grandes,20,24
sunkuruw an kilara,garde la maison,18,15
ka na to n bi na ko nunu fɔ,je ne fais que dire les choses,27,30
jɔn ba lɔn,qu’estce qu’il fait chaud ,10,26
sokɔnɔɲa fila a ni verɛnda kelen,que mangestu donc père ubu ,32,27
wulu musoman naani,des gens mauvais,18,16
n ti se ka kɔnɔni kɛ tuguni,je nai plus de patience,27,23
soo deen binaani,quarante chevaux,16,16
nne ye nin digi,j’ai appuyé ça moi…,15,19
aw ye nin lɔn mi,où avezvous appris ça ,16,22
ko yɔrɔ bé mi,où est la salle de bains ,13,25
n ye lanpan san,jachète aussi la lampe,15,22
an ta lɔn,on ne sait jamais,9,17
djonlo tou yé kalan fa yé ,rue de lorima vittel,26,20
ayi kitabou biugô,le marquis relevant la tête,17,27
brivin ka sira,seize allée des petits brivins,14,30
françois ka sira ba,rue françois richer à tours,19,27
sira bina ni ni wolonfila,place dalton boulognesurmer,25,27
a dan yé a kana na,son nom en breton est kloued,18,28
ika kouman mara,le ministre était à la chasse,15,29
a toun yi bougô,faites vos devoirs,15,18
aya ka devoir kê,c’est un affairiste,16,19
touma bè moni bâ fè,c’est l’assommoir,19,17
bébi seka famou,chacun peut le comprendre,15,25
bara kè yoro,lotissement moretti à afa,12,25
renaud toun bâ kala ma,—«renaud savait,22,15
fintèni beyi,le temps est chaud,12,18
ne bi mini mini nan,moi j’entourais,19,15
siginan do beyi,il y a dautres chaises ici,15,26
touma mina a bèbi na faga,quand tout sera éteint…,25,23
a bi dimina yan,ça me fait mal ici,15,18
n bi n ka layɔrɔla,comment réussissezvous ,18,23
a lanido a ra ka bi na sée,nous vivont au wisconsin,26,24
a ka fisa a,cest bon comme ça,11,17
a kaɲi tan,assez assez je la connais…,10,26
an bi lɔgɔkunjan tɛmɛni,l’école lui plait ,23,18
a yi ka mu kɛ,le deuxième acte à clermont,13,27
nin ti livru ye,moi j’écris bien,15,16
i lanilo a ra ka bi na dia ye wa,tu es sûr qu’ils aimeraient,32,27
i lali lo a râ ka bina dia a yé wa,il a toujours un bonnet,34,23
o kana na yan,elle aimait ta sœur,13,19
a bé yi no tun ba kalan na,j’aime ce livre,26,15
n tun ba fɛ a bi donkili la,je veux que vous chantiez,27,25
dusukun dimi ni n na,jai des problèmes de cœur,20,25
n ta bi yan,à côté de la banque,11,19
a nana yan tuma juma na,quand estil venu ici ,23,21
a ye barakɛ,il faut y travailler,11,20
a yi barakɛ,rue piencourt au numéro treize,11,30
nin bɛ ye ko tɛmɛ ni ye,tout cela est aléatoire,23,23
a ti siga sigara,vous nhésitez pas,16,17
gɔnbɛlɛw lo kadi ne ye ele do,je préfère les brunes et toi,29,28
i dogô mousso toun bi na dia ayé,on aimerait ta sœur,32,19
min tora ka kɛ ka ca,il reste bien trop à faire,20,26
djama klantchè,la moitié de l’équipe,14,21
un bamousso bi nana,il aimera ma mère,19,17
jɛn ɲɔgɔn ɲuman,un page d’entraguet,15,19
a man gɛlɛn,rue des planchards à yzeure,11,27
han n hakili jigira kɔ,ah je me rappelle …,22,19
ne ka so donda le,c’est la porte de la chambre,17,28
bloda tan ni seegi nan,exumer est alors formé,22,22
sisan o ya bɔ,il est actuellement retraité,13,28
a ta lon,vous ne savez pas où c’est ,8,27
hee a bi la nina wa,et vous croyez ça ,19,18
a kado ye,vous vous êtes aimé,9,19
zes le ya glan,il est produit par zeuss,14,24
n fana ye lampan san,jachète aussi la lampe,20,22
a kaɲi depi ɲanyɔrɔra,jusqu’ici c’est juste,21,21
yɛlɛni an ye,où est la gare routière ,12,24
nin lo komandi ne ye,cest lui que jaime le moins,20,27
a nana yan tuma juma na,par la porte du quai,23,20
mɔnbili wir,allumer la voiture,11,18
a tun kaɲi ka kɛ yɔrɔ dɔra,il devait être quelque part,26,27
i danilo a ra ko a kadi i ye a,tu es sûr que vous aimâtes,30,26
kamele miseniw,les petits garçons,14,18
mɔgɔ si tu ma ye,personne ne l’avait vu,16,22
nin a bi jiimi,lui il boit de leau,14,19
a ka g ɛlɛn,quarante sept renards,11,21
toni bon ni ye,vous ne vous sentez pas bien ,14,29
a bi yɛlɛko ko kɛ,je fais une blague sans plus,17,28
mufɛn muso,rue de la philipotière laval,10,28
aw ya yɛrɛ yira kaɲɛ,cest aussi cher,20,15
an ka jaatigɛ kɛta fla ye,notre crainte est double,25,24
aw bi an teriw cɛma,vous êtes au milieu d’amis,19,27
a bi na kɛ ni anw ye sini,elle sera avec nous demain,25,26
a kaɲ,il va neiger aujourd’hui,5,24
i bi fɛ ka donkɛ ni ne ye wa,veuxtu danser avec moi,28,22
n danilo a la ko a bi na dia o ye,rue de cadore à roanne,33,22
so kɔnɔɲa fla a ni verɛda kelen,deux chambres et un salon,31,25
n tun bi fɛ ka filbɛr yira i ra,je voulais te décrire fulbert,31,29
a kaɲ tan,c’est encore mieux de l’écrire,9,30
an bi se ka bɔ,il peut donc être retiré,14,24
mɔgɔ nunu bi mule kɛ yan,que font les gens ici ,24,22
lorans ma ka jabili laminɛ,laurence ne répondit pas,26,24
n tun bi fɛ ka kuma aw fɛ,naturellement c’est dehors,25,26
n danilo a ra ko a kadi a ye,je suis sûr qu’il aime,28,22
o bi na musoden sɔrɔ gulia,ils auront une fille giulia,26,27
ka taga madagaskar ra,je suis en train de lire,21,24
sini a bi na kɔ mɔ,demain vous pêcherez,18,20
cɛna tumadɔ tun be yi,merci de voter aide,21,19
a ye ka mu kɛ,alors que faire,13,15
cɛ min wilila,rue robert mankel vertou,13,24
a dafuruku ya jɛni,sa plaie le brûla,18,17
o lon ni lo fo ka ɲɛ,ils sont extrêmement connus,20,27
o tun yi wele wa,tu as été invité ou pas ,16,24
n danilo a ra ko a bi na dia o ye,je suis sûr quils aimeront,33,26
a ye fɛni tɔ kunu,tu es sûr qu’elle aimerait,17,26
jii bolo sɛn dɔ min tɔgɔ sɛnt morisi a le ye dugumakolo dɔ lamunu,lîle est entourée par la rivière saintmaurice,65,45
sira min bi dupon albɛt ta du ni wɔɔrɔ ni duru kɛmɛ ni tan le blɔk,route du pont charles albert zéro six cinq cent dix le broc,66,59
a tun ba ka ɲasigi latanga na la bi ni tuma jaan kambi ni gale,elle préserve des fossiles datant de la période du paléogène,62,60
desɛn kuraw bu bila tasanin dara,les nouveaux motifs sont appliqués sur la lèvre de la cuve,32,58
tirɛn be sɔnsoribuguw fana kɔnɔ,un train de banlieue existe également,31,37
a fanga bina boyan a ma,elle pèsera nécessairement sur les chiffres du chômage dans leur globalité,23,74
sira dani tchèma gni,un élégant fourvoyé qui flânait au bout de la rue fit diversion,20,63
dimansi sɔgɔma an bi yala la kongo ra,le dimanche matin nous nous promenons à la campagne,37,51
tɛmɛsira den saba le ba fɛ o cɛman den fila glan na,il dispose de trois pistes dont deux revêtues,51,45
ko kilomɛtri laban na yɛlɛra armstrong yi siran nin ta mɛ nabili drɔn lo se ra ka sira nin ta,dans le dernier km de lascension armstrong attaque mais seul nibali peut le suivre,93,82
kɔji min bi sawune ka fanga da ma,sousaffluent de la saône,33,24
a kun yi gilebɛr de lanɔyi ale ni katerine de molɛmbɛ ka den ye,il était le fils de guillebert de lannoy et de catherine de molembais,63,69
jona jona,à tire d’aile,9,13
n facɛ yi karmaɲɔl dɔn bastiye ka cɛn nin kan,mon père a dansé la carmagnole sur les ruines de la bastille,45,60
nanzara kan kɔnɔ kuma denw bi se ka jɛnsɛ anglɛn wali ɛsioaɲɔl la,majoritairement en français les articles peuvent également être publiés en anglais ou en espagnol,65,97
levrezi bognysurmeuse dugukɔnɔ ka kɛnɛ,place de levrézy à bognysurmeuse,38,32
fredɔr janɛt sante ka sira,rue féodor jelenc châtellerault,26,31
a cɛcin ni bɛ ni loimijoki ka jii sira ye,il est traversé par la rivière loimijoki,41,40
a bi tara na ta laɲini talaw ye mi bi tara ɲɛ ale dɔkili sala ŋanaw pako gipse nin bora,il continue ses projets qui avancent avec de nombreux artistes comme paco gipsy mr,87,82
a ya ka ɲangoya fanga bɔ n kan ora kow bina ɲɔgɔn ta ka ɲɛn an fila bɛɛ yɔrɔ,exhibezmoi vos pouvoirs et tout sarrangera à notre contentement mutuel,76,70
baara tabolo kalfara yokosuka ka baaradenw ma o ka aviyɔn lalaga ni baara ni ɲanmɔgɔya ta,le projet fut confié aux équipes de yokosuka qui devaient réaliser le nouvel avion,89,82
nin albɔmu nin ma deli ka kun kɔrɔta sɔrɔ jama ɲana,cet album na jamais rencontré le succès auprès du public,51,56
a ka baratagabolo la a ye pri caaman sɔrɔ ale ni sɔnni,dans sa carrière il a remporté de nombreux prix et récompenses,54,62
a dɛn ni bɛ kogo nor ni tɔra,il est adossé aux restes de la courtine nord,28,44
biwsaba ni kononton,un rue lillette trenteneuf deux cent cinquante nozeroy,19,54
gnongon dan koumasse râ,cest alors quune course poursuite au dénouement inattendu commence,23,66
ni kilé ni magbi,aujourd’hui la cohésion sociale et le pacte républicain sont menacés,16,68
kelè ni mèna kodjougou,les armées daprès la colonisation se sont assez rapidement débarrassées du fez,22,78
korôsi li kèla hou ta lo,vingtquatre rue des sentinelles vingthuit trois cent dix à toury,24,64
bâ dourou lo,rue vouillaume cinquantecinq mille cent soixantedix ancerville,12,62
mogo ti son ka lo oyô rô la,cest à ce point quelle nose même pas aller jusque chez elle,27,59
aka kèwali kagni,je suis naturellement en faveur d’un tel dispositif,16,51
aka nogô alou kouna,oh moi avec verdier ce sera bien simple déclara hortense brusquement,19,68
kèlè dari ta fan ou lo,diverses formes de négationnismes commencent à se répandre en france immédiatement après la guerre,22,98
